时间,最低温度,最高温度,湿度,风向,风力,紫外线,空气质量
2021/8/12,22,29,77,东南风,2,中等,31
2021/8/13,22,29,74,东南风,2,弱,33
2021/8/14,18,27,46,东北风,3,最弱,8
2021/8/15,22,28,86,南风,2,最弱,46
2021/8/16,22,28,83,东南风,1,弱,50
2021/8/17,21,30,87,东风,2,强,30
2021/8/18,23,28,70,东南风,2,最弱,30
2021/8/19,20,24,97,南风,2,最弱,23
2021/8/20,21,28,82,东北风,2,强,18
2021/8/21,22,31,73,西南风,2,强,23
2021/8/22,23,30,72,南风,2,最弱,47
2021/8/23,20,30,86,南风,2,最弱,29
2021/8/24,19,28,52,西风,2,强,17
2021/8/25,18,28,54,西风,2,弱,8
2021/8/26,17,26,85,南风,3,弱,17
2021/8/27,22,33,32,东风,2,中等,8
2021/8/28,18,28,56,北风,2,最弱,17
2021/8/29,19,29,75,南风,2,强,41
2021/8/30,20,28,73,东南风,2,最弱,46
2021/8/31,17,27,86,南风,2,最弱,19
2021/9/1,18,29,73,南风,2,强,30
2021/9/2,18,29,87,东风,1,弱,22
2021/9/3,22,30,79,南风,1,最弱,61
2021/9/4,20,23,91,东风,1,最弱,20
2021/9/5,20,24,92,北风,1,最弱,32
2021/9/6,14,23,78,东北风,1,最弱,12
2021/9/7,17,27,79,东风,2,强,29
2021/9/8,19,29,79,西北风,2,弱,45
2021/9/9,18,26,88,东北风,1,最弱,65
2021/9/10,16,24,90,西南风,1,最弱,62
2021/9/11,22,31,89,东风,1,强,65
2021/9/12,20,23,67,东北风,2,最弱,47
2021/9/13,20,29,89,东北风,1,弱,28
2021/9/14,17,25,86,东北风,1,最弱,47
2021/9/15,19,25,72,东北风,1,最弱,42
2021/9/16,17,24,81,西风,1,最弱,17
2021/9/17,17,27,75,东南风,1,弱,28
2021/9/18,18,24,81,东北风,1,最弱,65
2021/9/19,16,19,96,东风,2,最弱,27
2021/9/20,26,33,80,西南风,2,很强,21
2021/9/21,11,27,87,西南风,1,强,23
2021/9/22,17,29,74,南风,1,强,34
2021/9/23,17,27,85,东风,2,中等,16
2021/9/24,18,19,95,北风,1,最弱,20
2021/9/25,19,24,74,东北风,1,最弱,17
2021/9/26,17,19,94,东北风,1,最弱,9
2021/9/27,17,28,82,南风,1,最弱,30
2021/9/28,17,23,72,南风,1,最弱,42
2021/9/29,15,23,29,西北风,3,最弱,42
2021/9/30,16,22,92,南风,1,最弱,62
2021/10/1,16,23,56,南风,2,强,34
2021/10/2,18,27,99,东南风,1,弱,23
2021/10/3,16,21,57,西北风,2,最弱,19
2021/10/4,12,18,92,西北风,1,最弱,11
2021/10/5,12,15,93,西风,1,最弱,19
2021/10/6,7,12,86,西风,1,最弱,10
2021/10/7,7,19,64,西南风,2,强,23
2021/10/8,9,20,78,东南风,1,中等,37
2021/10/9,12,14,76,西北风,1,最弱,27
2021/10/10,5,19,86,南风,0,最弱,17
2021/10/11,5,19,85,东南风,0,强,52
2021/10/12,8,19,30,西风,1,强,23
2021/10/13,12,18,42,东南风,0,最弱,37
2021/10/14,11,19,66,东风,1,最弱,30
2021/10/15,5,20,15,北风,2,最弱,7
2021/10/16,1,12,18,西风,1,强,8
2021/10/17,2,15,57,东风,1,强,52
2021/10/18,-5,8,60,北风,3,最弱,29
2021/10/19,1,14,61,南风,1,强,35
2021/10/20,3,14,85,东风,0,强,63
2021/10/21,5,19,89,南风,0,强,24
2021/10/22,3,18,38,东南风,1,强,34
2021/10/23,4,17,55,东北风,0,强,58
2021/10/24,5,17,79,西北风,1,强,92
2021/10/25,6,18,45,西南风,2,弱,195
2021/10/26,5,22,49,西南风,1,强,20
2021/10/27,7,21,37,西风,2,强,27
2021/10/28,7,19,40,东北风,1,最弱,30
2021/10/29,6,19,92,北风,1,强,159
2021/10/30,8,20,77,西北风,1,强,156
2021/10/31,5,18,88,北风,1,强,113
2021/11/1,6,13,74,南风,1,最弱,86
2021/11/2,4,12,95,西南风,1,最弱,89
2021/11/3,5,12,61,东南风,1,强,121
2021/11/4,7,14,97,东北风,1,强,164
2021/11/5,10,12,66,东北风,1,强,180
2021/11/6,-1,12,78,北风,3,最弱,119
2021/11/7,-4,1,59,西北风,3,最弱,14
2021/11/8,-2,7,40,西北风,4,强,21
2021/11/9,1,11,39,西北风,4,强,20
2021/11/10,2,14,30,西北风,4,强,19
2021/11/11,0,13,44,西北风,3,最弱,20
2021/11/12,0,15,90,西北风,2,最弱,38
2021/11/13,1,18,46,西北风,2,强,59
2021/11/14,2,16,36,西北风,2,强,58
2021/11/15,0,11,62,东北风,1,最弱,77
2021/11/16,2,11,86,西南风,1,强,78
2021/11/17,1,13,91,西风,1,强,115
2021/11/18,2,9,38,北风,1,弱,157
2021/11/19,3,10,57,东风,2,最弱,34
2021/11/20,0,8,49,东北风,1,最弱,55
2021/11/21,-1,7,27,西北风,3,弱,124
2021/11/22,-5,4,38,西北风,4,强,37
2021/11/23,-4,8,58,西南风,1,弱,45
2021/11/24,-2,12,59,西北风,1,强,64
2021/11/25,-2,13,49,西北风,1,中等,66
2021/11/26,-3,13,41,北风,2,强,47
2021/11/27,0,10,47,东北风,1,强,92
2021/11/28,2,9,90,北风,1,强,141
2021/11/29,-1,7,87,北风,2,最弱,89
2021/11/30,-5,5,21,西北风,4,强,22
2021/12/1,-5,9,36,西南风,2,强,24
2021/12/2,0,13,26,西北风,2,强,29
2021/12/3,-8,2,70,北风,1,强,52
2021/12/4,-2,13,38,北风,1,强,47
2021/12/5,1,10,48,东风,1,强,155
2021/12/6,-3,12,65,东南风,1,强,51
2021/12/7,0,9,54,东北风,2,最弱,100
2021/12/8,1,6,66,东南风,2,最弱,122
2021/12/9,1,3,90,东风,1,最弱,134
2021/12/10,-1,9,52,东北风,1,最弱,36
2021/12/11,-2,10,27,西北风,2,最弱,20
2021/12/12,-6,3,29,西风,1,强,14
2021/12/13,-5,4,75,东风,0,强,82
2021/12/14,-14,2,89,西北风,1,弱,102
2021/12/15,-4,3,85,北风,1,最弱,148
2021/12/16,-7,4,24,西北风,3,强,12
2021/12/17,-8,0,30,南风,2,强,33
2021/12/18,0,3,95,南风,0,最弱,29
2021/12/19,-5,8,68,西南风,1,强,54
2021/12/20,-2,14,42,西南风,1,强,85
2021/12/21,-2,8,59,东南风,3,强,32
2021/12/22,0,13,68,东北风,2,强,169
2021/12/23,-5,-1,50,东北风,2,最弱,72
2021/12/24,-9,-3,14,西南风,2,强,6
2021/12/25,-11,-4,22,西北风,2,强,20
2021/12/26,-8,-1,15,西南风,3,强,19
2021/12/27,-8,6,49,东风,1,强,62
2021/12/28,-5,6,40,西南风,1,强,69
2021/12/29,-5,5,24,西南风,2,强,6
2021/12/30,-7,5,23,西北风,3,强,11
2021/12/31,-6,4,38,东北风,2,强,60
2022/1/1,-7,6,26,东北风,1,强,16
2022/1/2,-7,2,33,南风,1,强,40
2022/1/3,-7,6,41,东北风,2,强,51
2022/1/4,-6,3,66,西南风,1,强,74
2022/1/5,-6,2,60,西风,1,强,98
2022/1/6,-7,6,54,东北风,1,强,122
2022/1/7,-10,3,62,东风,1,强,107
2022/1/8,-5,8,35,东北风,1,中等,32
2022/1/9,-13,0,64,西北风,1,最弱,30
2022/1/10,6,14,64,北风,1,弱,65
2022/1/11,-7,0,45,东北风,1,强,61
2022/1/12,-7,2,20,西风,2,最弱,21
2022/1/13,-6,3,26,南风,2,强,36
2022/1/14,-6,2,43,西南风,1,强,149
2022/1/15,-8,3,29,东北风,2,强,4
2022/1/16,-9,0,32,南风,1,强,30
2022/1/17,-8,6,35,南风,2,强,56
2022/1/18,-9,3,41,西北风,2,中等,70
2022/1/19,-7,-2,59,南风,2,强,58
2022/1/20,-5,-2,59,东南风,1,最弱,72
2022/1/21,-4,0,86,东南风,2,最弱,114
2022/1/22,-4,1,86,北风,1,最弱,135
2022/1/23,-4,1,59,东南风,2,强,168
2022/1/24,-5,7,76,北风,1,中等,195
2022/1/25,-4,5,40,北风,4,最弱,7
2022/1/26,-5,3,58,北风,1,最弱,26
2022/1/27,-5,3,43,西北风,3,强,14
2022/1/28,-2,4,96,南风,1,最弱,109
2022/1/29,-9,-1,42,北风,1,强,42
2022/1/30,-3,3,84,西北风,2,强,247
2022/1/31,-5,3,28,西北风,4,强,29
2022/2/1,-7,2,28,西南风,2,强,18
2022/2/2,-7,4,55,西南风,2,最弱,70
2022/2/3,-6,3,29,西北风,3,弱,23
2022/2/4,-6,0,37,西北风,1,强,21
2022/2/5,-5,3,24,西北风,2,强,11
2022/2/6,-5,6,26,西风,1,最弱,18
2022/2/7,-5,6,33,西北风,1,最弱,33
2022/2/8,-5,8,37,北风,1,强,51
2022/2/9,-5,7,42,北风,2,强,82
2022/2/10,-3,10,38,西北风,1,强,95
2022/2/11,-3,8,53,东南风,2,最弱,78
2022/2/12,-2,1,60,东风,2,最弱,69
2022/2/13,-6,-3,88,西北风,1,最弱,60
2022/2/14,-10,-1,40,北风,2,强,16
2022/2/15,-10,-2,35,西北风,2,强,24
2022/2/16,-9,0,56,北风,2,强,48
2022/2/17,-7,0,59,南风,1,最弱,43
2022/2/18,-6,4,21,西北风,3,最弱,24
2022/2/19,-9,1,20,西北风,3,强,23
2022/2/20,-7,4,44,西风,2,强,28
2022/2/21,-8,4,32,西北风,3,强,11
2022/2/22,-7,4,76,东北风,3,弱,34
2022/2/23,-6,7,31,西风,1,强,39
2022/2/24,-5,11,41,西风,1,强,108
2022/2/25,0,14,36,北风,2,强,149
2022/2/26,-2,12,24,西风,2,强,24
2022/2/27,-2,16,35,东北风,1,强,74
2022/2/28,-1,12,27,西北风,3,最弱,35
2022/3/1,-1,11,23,西南风,2,强,35
2022/3/2,0,16,25,北风,1,强,25
2022/3/3,0,11,33,西南风,1,强,68
2022/3/4,-1,11,18,西北风,1,强,19
2022/3/5,-2,10,18,东南风,1,强,26
2022/3/6,-1,11,35,东北风,2,弱,60
2022/3/7,2,18,16,东南风,2,强,19
2022/3/8,2,16,34,北风,1,强,117
2022/3/9,4,17,64,西北风,2,最弱,183
2022/3/10,7,19,52,北风,1,强,200
2022/3/11,5,12,26,东南风,1,最弱,48
2022/3/12,5,13,56,南风,1,最弱,87
2022/3/13,4,11,51,南风,2,最弱,49
2022/3/14,5,20,46,东南风,2,强,64
2022/3/15,6,15,55,东北风,1,强,95
2022/3/16,2,12,59,南风,2,最弱,53
2022/3/17,-2,3,83,东风,2,最弱,41
2022/3/18,-2,2,94,北风,1,最弱,84
2022/3/19,-1,6,63,南风,2,最弱,42
2022/3/20,1,10,29,西风,2,强,47
2022/3/21,1,12,23,东北风,2,最弱,17
2022/3/22,1,9,66,南风,1,强,53
2022/3/23,3,12,71,东北风,1,中等,104
2022/3/24,7,9,92,北风,1,最弱,120
2022/3/25,6,14,34,西北风,1,最弱,24
2022/3/26,3,20,18,西北风,4,强,36
2022/3/27,6,16,28,东南风,1,强,52
2022/3/28,9,18,67,西风,1,弱,73
2022/3/29,6,12,83,东北风,1,最弱,78
2022/3/30,3,10,66,东北风,2,最弱,29
2022/3/31,2,15,32,东风,1,强,16
2022/4/1,4,15,29,东南风,2,弱,56
2022/4/2,4,19,22,西南风,2,强,31
2022/4/3,9,20,55,东风,3,强,55
2022/4/4,10,22,58,西南风,2,强,89
2022/4/5,7,24,35,东南风,2,强,85
2022/4/6,4,14,28,南风,3,中等,43
2022/4/7,9,24,31,南风,1,弱,72
2022/4/8,12,25,33,南风,1,强,126
2022/4/9,11,26,43,东南风,1,强,69
2022/4/10,14,26,49,东北风,2,弱,140
2022/4/11,14,28,14,西北风,2,最弱,59
2022/4/12,14,23,95,西北风,1,最弱,36
2022/4/13,3,16,55,东北风,1,最弱,63
2022/4/14,8,21,32,东北风,2,最弱,24
2022/4/15,6,19,23,西北风,2,强,37
2022/4/16,11,23,27,西风,2,强,73
2022/4/17,9,21,46,北风,2,最弱,85
2022/4/18,10,23,43,南风,2,强,114
2022/4/19,8,24,20,西风,1,强,30
2022/4/20,17,29,38,南风,3,强,72
2022/4/21,16,31,51,东南风,2,强,51
2022/4/22,10,25,49,北风,1,最弱,116
2022/4/23,15,29,57,西南风,1,强,101
2022/4/24,14,27,58,东风,2,弱,80
2022/4/25,18,29,75,东风,2,弱,119
2022/4/26,2,15,60,西北风,2,强,12
2022/4/27,8,13,82,北风,1,最弱,33
2022/4/28,8,14,65,南风,2,最弱,33
2022/4/29,11,20,28,北风,1,最弱,55
2022/4/30,9,22,15,西北风,3,强,10
2022/5/1,11,26,46,东北风,1,中等,36
2022/5/2,12,26,25,南风,2,强,40
2022/5/3,16,31,16,东北风,1,强,8
2022/5/4,19,33,19,南风,3,中等,39
2022/5/5,15,30,54,北风,1,最弱,66
2022/5/6,9,21,65,东南风,1,最弱,27
2022/5/7,9,19,91,南风,1,最弱,40
2022/5/8,8,13,96,南风,1,最弱,27
2022/5/9,8,18,68,南风,2,最弱,46
2022/5/10,13,25,75,东南风,2,最弱,40
2022/5/11,12,21,57,西南风,2,最弱,65
2022/5/12,14,19,71,东风,2,最弱,29
2022/5/13,8,24,40,西北风,1,中等,24
2022/5/14,9,25,53,东风,1,弱,25
2022/5/15,11,27,20,西南风,2,中等,16
2022/5/16,13,29,21,南风,2,中等,27
2022/5/17,14,26,61,东风,1,强,70
2022/5/18,14,29,36,南风,2,弱,34
2022/5/19,17,30,63,西北风,1,最弱,80
2022/5/20,13,25,66,北风,2,最弱,78
2022/5/21,19,35,24,西南风,2,强,46
2022/5/22,14,23,60,西风,2,最弱,51
2022/5/23,17,33,44,西南风,1,弱,57
2022/5/24,22,35,7,西北风,4,很强,9
2022/5/25,19,26,84,东南风,1,最弱,34
2022/5/26,26,32,92,西南风,1,最弱,29
2022/5/27,18,36,14,西南风,3,强,26
2022/5/28,15,24,68,西风,2,中等,40
2022/5/29,15,26,77,西北风,1,最弱,60
2022/5/30,16,31,14,西北风,2,强,20
2022/5/31,17,32,28,东北风,1,中等,42
2022/6/1,11,21,38,西南风,2,最弱,34
2022/6/2,20,35,29,南风,2,最弱,69
2022/6/3,20,35,43,西风,1,中等,75
2022/6/4,20,31,46,西风,3,最弱,62
2022/6/5,20,33,34,西北风,3,强,9
2022/6/6,16,28,39,东风,2,中等,24
2022/6/7,17,27,47,南风,1,强,53
2022/6/8,15,26,68,东南风,2,最弱,55
2022/6/9,18,25,65,东南风,1,弱,60
2022/6/10,18,27,88,东风,2,强,87
2022/6/11,19,27,94,东南风,2,最弱,30
2022/6/12,19,26,81,东风,1,最弱,49
2022/6/13,18,27,92,东北风,1,弱,41
2022/6/14,4,10,19,东北风,4,最弱,8
2022/6/15,18,27,72,东南风,2,弱,58
2022/6/16,20,29,61,东南风,1,最弱,51
2022/6/17,3,9,49,北风,4,最弱,8
2022/6/18,9,28,51,南风,2,最弱,40
2022/6/19,12,22,90,东风,1,最弱,34
2022/6/20,24,35,52,北风,2,中等,80
2022/6/21,24,35,61,东北风,2,最弱,41
2022/6/22,18,28,84,东北风,4,最弱,72
2022/6/23,23,36,59,西北风,2,强,31
2022/6/24,22,35,15,东南风,2,强,34
2022/6/25,11,22,77,西北风,2,中等,8
2022/6/26,22,33,73,东风,2,最弱,55
2022/6/27,21,31,88,东北风,2,强,45
2022/6/28,17,30,90,东北风,1,最弱,18
2022/6/29,10,22,43,东风,2,弱,49
2022/6/30,22,30,69,东南风,1,最弱,44
2022/7/1,22,30,81,东风,2,最弱,65
2022/7/2,23,31,81,东风,1,中等,45
2022/7/3,22,25,97,南风,2,最弱,38
2022/7/4,23,29,79,东南风,2,弱,39
2022/7/5,23,32,92,西北风,2,弱,26
2022/7/6,22,30,72,西北风,3,强,78
2022/7/7,24,36,46,南风,2,强,77
2022/7/8,24,34,58,北风,1,强,36
2022/7/9,22,35,46,西南风,1,最弱,16
2022/7/10,20,27,54,东北风,3,最弱,8
2022/7/11,23,27,83,南风,1,最弱,56
2022/7/12,22,25,29,北风,4,强,3
2022/7/13,23,33,75,南风,2,最弱,35
2022/7/14,21,35,61,南风,2,强,44
2022/7/15,24,36,96,西北风,1,最弱,58
2022/7/16,23,33,66,南风,2,弱,61
2022/7/17,23,36,75,西北风,2,强,24
2022/7/18,22,35,35,南风,2,强,22
2022/7/19,24,32,56,南风,2,最弱,62
2022/7/20,22,32,59,东风,2,强,43
2022/7/21,24,33,54,东南风,2,强,50
2022/7/22,23,31,78,南风,1,最弱,25
2022/7/23,23,33,53,南风,3,强,38
2022/7/24,25,33,64,西南风,2,强,31
2022/7/25,24,32,64,南风,2,最弱,37
2022/7/26,23,33,84,东风,3,强,85
2022/7/27,21,26,94,西北风,2,最弱,20
2022/7/28,21,29,26,北风,5,最弱,8
2022/7/29,23,31,28,东北风,4,强,8
2022/7/30,24,31,82,东南风,2,中等,36
2022/7/31,25,33,65,南风,2,中等,39
2022/8/1,25,34,65,南风,1,强,55
2022/8/2,26,34,74,东北风,2,最弱,37
2022/8/3,26,35,74,东北风,2,强,37
2022/8/4,26,35,95,东南风,1,强,43
2022/8/5,27,36,53,西南风,2,强,33
2022/8/6,25,33,84,北风,1,最弱,40
2022/8/7,25,32,14,西北风,4,中等,9
2022/8/8,22,27,65,南风,1,最弱,20
2022/8/9,20,24,85,南风,2,最弱,16
2022/8/10,20,30,93,西南风,3,最弱,15
2022/8/11,24,31,69,南风,2,强,26
2022/8/12,25,31,78,东南风,2,弱,35
2022/8/13,24,32,89,东南风,1,最弱,74
2022/8/14,23,24,96,北风,1,最弱,42
2022/8/15,21,35,49,东北风,3,最弱,8
2022/8/16,22,31,67,南风,1,弱,37
2022/8/17,24,30,86,东北风,3,中等,8
2022/8/18,24,25,96,西北风,1,最弱,43
2022/8/19,21,31,38,东北风,2,强,8
2022/8/20,23,30,71,南风,2,中等,38
2022/8/21,24,31,57,东南风,2,弱,48
2022/8/22,19,33,44,北风,1,最弱,8
2022/8/23,21,28,49,西南风,2,弱,16
2022/8/24,19,27,28,北风,1,弱,23
2022/8/25,19,32,46,西南风,1,强,25
2022/8/26,14,27,99,东南风,1,最弱,11
2022/8/27,18,27,41,西南风,1,最弱,17
2022/8/28,16,23,84,西南风,2,最弱,25
2022/8/29,18,22,82,东南风,1,弱,46
2022/8/30,18,27,92,西北风,1,中等,47
2022/8/31,18,31,38,西风,2,强,9
2022/9/1,15,28,56,南风,2,强,46
2022/9/2,18,28,83,东北风,1,强,52
2022/9/3,19,27,86,南风,1,最弱,48
2022/9/4,20,28,99,西北风,2,弱,10
2022/9/5,14,28,55,西北风,3,强,37
2022/9/6,15,29,71,西北风,1,强,16
2022/9/7,17,32,77,东南风,2,最弱,84
2022/9/8,19,32,85,北风,1,强,50
2022/9/9,20,31,88,北风,1,中等,59
2022/9/10,19,31,51,东北风,2,强,58
2022/9/11,20,28,62,东南风,1,弱,60
2022/9/12,20,30,76,东风,1,强,79
2022/9/13,20,30,58,东风,4,强,46
2022/9/14,20,30,65,东风,2,中等,40
2022/9/15,19,30,70,北风,2,强,31
2022/9/16,20,30,93,东南风,1,最弱,9
2022/9/17,20,30,38,南风,2,弱,51
2022/9/18,17,29,63,北风,1,强,16
2022/9/19,13,26,27,北风,2,弱,13
2022/9/20,14,26,30,西南风,1,强,43
2022/9/21,16,26,71,东风,3,最弱,42
2022/9/22,13,27,16,西北风,4,强,24
2022/9/23,10,25,29,西风,2,强,43
2022/9/24,11,26,17,西南风,3,最弱,20
2022/9/25,13,26,77,南风,1,强,83
2022/9/26,15,28,34,南风,1,强,47
2022/9/27,16,29,38,南风,2,中等,50
2022/9/28,16,28,53,北风,1,中等,85
2022/9/29,18,29,77,南风,2,强,95
2022/9/30,19,29,49,南风,1,强,76
2022/10/1,19,24,68,西南风,1,最弱,64
2022/10/2,17,19,1,西风,1,中等,39
2022/10/3,8,20,34,东北风,3,最弱,5
2022/10/4,4,16,35,西南风,1,强,15
2022/10/5,6,15,54,西风,2,强,8
2022/10/6,4,18,61,西南风,2,强,57
2022/10/7,9,19,66,南风,2,强,100
2022/10/8,9,12,41,西北风,2,最弱,65
2022/10/9,6,15,21,北风,3,强,6
2022/10/10,3,18,44,西北风,1,强,19
2022/10/11,5,20,70,西南风,3,强,19
2022/10/12,8,20,58,南风,1,最弱,89
2022/10/13,12,19,48,南风,1,最弱,112
2022/10/14,10,22,84,西风,1,强,188
2022/10/15,11,24,58,北风,1,中等,166
2022/10/16,5,19,66,北风,1,最弱,54
2022/10/17,2,17,12,西北风,2,强,6
2022/10/18,2,19,34,西南风,1,强,36
2022/10/19,7,21,63,东风,3,强,36
2022/10/20,7,18,40,西北风,3,强,8
2022/10/21,10,22,83,北风,1,弱,144
2022/10/22,5,21,58,南风,1,强,26
2022/10/23,4,22,45,西北风,1,强,38
2022/10/24,6,20,83,东风,1,强,76
2022/10/25,10,19,77,西南风,1,中等,212
2022/10/26,10,18,33,东北风,3,最弱,8
2022/10/27,9,12,74,南风,0,弱,8
2022/10/28,9,13,62,东南风,2,强,61
2022/10/29,8,14,70,南风,1,最弱,59
2022/10/30,8,15,68,东南风,1,最弱,118
2022/10/31,2,17,12,西北风,2,强,6
2022/11/1,4,15,45,东南风,1,强,53
2022/11/2,3,16,52,东风,2,强,47
2022/11/3,0,13,23,东北风,1,强,17
2022/11/4,-1,14,48,西风,2,强,63
2022/11/5,4,16,76,西南风,2,强,103
2022/11/6,4,12,47,南风,1,最弱,113
2022/11/7,1,16,21,西风,1,强,13
2022/11/8,3,16,54,南风,2,弱,58
2022/11/9,5,13,60,东北风,1,最弱,134
2022/11/10,8,16,83,西风,1,强,188
2022/11/11,10,12,97,东风,1,最弱,52
2022/11/12,0,11,31,北风,3,最弱,19
2022/11/13,-1,9,44,西南风,2,强,20
2022/11/14,0,12,83,西北风,1,强,62
2022/11/15,0,17,34,北风,2,强,19
2022/11/16,0,15,52,东风,1,最弱,66
2022/11/17,4,15,90,北风,1,强,156
2022/11/18,4,11,52,南风,5,最弱,8
2022/11/19,5,14,43,西风,2,强,100
2022/11/20,4,9,61,东北风,2,最弱,167
2022/11/21,2,13,58,东风,2,中等,58
2022/11/22,0,11,78,西南风,1,最弱,57
2022/11/23,2,13,62,东风,1,最弱,112
2022/11/24,4,8,90,东北风,1,强,208
2022/11/25,-2,13,11,西北风,2,中等,12
2022/11/26,-2,4,29,东南风,3,强,33
2022/11/27,1,7,60,西南风,1,最弱,108
2022/11/28,-5,13,20,北风,3,弱,90
2022/11/29,-9,-5,14,西北风,4,最弱,20
2022/11/30,-9,-1,14,西风,4,强,38
2022/12/1,-8,0,39,西南风,1,强,44
2022/12/2,-6,0,78,南风,2,强,161
2022/12/3,-9,2,22,西北风,1,中等,17
2022/12/4,-8,2,45,东北风,1,强,54
2022/12/5,-8,5,59,西北风,2,强,48
2022/12/6,-6,6,42,西南风,1,强,69
2022/12/7,-5,8,24,西风,1,最弱,51
2022/12/8,-5,9,44,西北风,1,强,56
2022/12/9,-3,7,55,西北风,2,强,166
2022/12/10,-5,3,52,北风,1,强,15
2022/12/11,-4,4,33,南风,2,弱,52
2022/12/12,-6,3,68,东北风,1,中等,94
2022/12/13,-10,-3,79,西风,1,强,61
2022/12/14,-7,0,16,北风,1,中等,42
2022/12/15,-9,-1,25,北风,2,最弱,19
2022/12/16,-12,-1,15,西北风,4,强,46
2022/12/17,-11,-2,24,东北风,1,强,12
2022/12/18,-10,0,35,东北风,2,强,44
2022/12/19,-9,2,38,东风,1,强,33
2022/12/20,-7,2,64,西南风,4,最弱,5
2022/12/21,-7,0,70,西南风,4,最弱,2
2022/12/22,-8,-1,21,北风,2,强,8
2022/12/23,-7,0,18,东北风,3,强,13
2022/12/24,-7,4,82,南风,3,中等,2
2022/12/25,-7,1,40,西北风,1,最弱,42
2022/12/26,-7,3,29,西风,1,强,59
2022/12/27,-8,1,25,西风,2,强,15
2022/12/28,-8,3,82,西南风,5,最弱,5
2022/12/29,-9,3,44,东北风,1,强,45
2022/12/30,-8,4,1,东风,1,最弱,10
2022/12/31,-7,6,43,东风,1,强,36
2023/1/1,-7,4,78,西北风,1,最弱,8
2023/1/2,-8,3,44,东风,1,强,25
2023/1/3,-8,3,39,东北风,1,弱,43
2023/1/4,-8,5,44,东北风,1,强,116
2023/1/5,-6,4,70,西南风,1,强,211
2023/1/6,-7,9,62,东北风,1,最弱,42
2023/1/7,-6,7,54,南风,1,强,19
2023/1/8,-5,12,77,西南风,3,最弱,4
2023/1/9,-6,8,76,西风,5,最弱,1
2023/1/10,-6,7,90,东南风,4,最弱,5
2023/1/11,-4,2,39,北风,1,最弱,131
2023/1/12,0,3,91,北风,1,最弱,127
2023/1/13,-4,7,52,东北风,2,很强,38
2023/1/14,-10,-2,23,西北风,4,最弱,19
2023/1/15,-10,0,24,西风,2,强,25
2023/1/16,-8,1,70,东北风,3,很强,16
2023/1/17,-9,3,26,西北风,2,弱,42
2023/1/18,-6,3,55,北风,1,强,96
2023/1/19,-9,4,34,西北风,1,很强,54
2023/1/20,-9,-1,22,南风,1,强,47
2023/1/21,-9,1,49,北风,1,强,65
2023/1/22,-8,4,99,西北风,2,中等,7
2023/1/23,-14,-3,20,西北风,3,中等,39
2023/1/24,-13,-6,28,西南风,1,强,29
2023/1/25,-10,-4,37,东北风,2,最弱,61
2023/1/26,-9,1,25,西北风,2,最弱,19
2023/1/27,-9,2,20,西风,3,强,70
2023/1/28,-5,6,19,西南风,1,强,58
2023/1/29,-6,10,36,北风,1,强,70
2023/1/30,-5,8,54,东风,2,强,91
2023/1/31,-3,14,14,北风,3,强,110
2023/2/1,-8,4,19,东北风,2,最弱,21
2023/2/2,-7,2,31,东北风,1,最弱,41
2023/2/3,-5,5,46,东风,1,中等,62
2023/2/4,-6,9,22,南风,2,强,69
2023/2/5,-4,6,64,东北风,1,最弱,198
2023/2/6,-5,8,47,东南风,2,强,124
2023/2/7,-5,6,51,东北风,1,强,70
2023/2/8,-2,7,36,南风,2,中等,72
2023/2/9,-5,1,88,北风,2,最弱,90
2023/2/10,-3,3,75,北风,2,中等,182
2023/2/11,0,3,69,东北风,2,中等,199
2023/2/12,-4,2,93,北风,1,很强,32
2023/2/13,-2,6,26,西风,3,强,19
2023/2/14,-5,4,54,南风,1,最弱,54
2023/2/15,-6,4,96,西南风,2,最弱,46
2023/2/16,-4,6,81,西南风,1,中等,81
2023/2/17,-1,5,80,东北风,1,强,25
2023/2/18,-5,4,27,西北风,3,最弱,25
2023/2/19,-3,11,31,北风,2,强,28
2023/2/20,-5,6,39,西北风,2,强,12
2023/2/21,-3,5,41,北风,1,最弱,52
2023/2/22,-2,9,56,东北风,2,中等,95
2023/2/23,0,10,62,北风,2,最弱,199
2023/2/24,-5,7,18,北风,2,强,20
2023/2/25,-4,10,24,西南风,2,强,51
2023/2/26,-1,11,63,南风,1,强,196
2023/2/27,1,12,44,北风,1,强,128
2023/2/28,-1,14,23,北风,2,强,22
2023/3/1,-3,10,31,东北风,2,强,24
2023/3/2,0,14,36,西北风,2,最弱,54
2023/3/3,0,20,86,东北风,1,最弱,69
2023/3/4,0,16,66,北风,1,弱,172
2023/3/5,2,11,75,北风,1,强,212
2023/3/6,3,23,78,西南风,1,最弱,191
2023/3/7,7,21,38,东北风,1,中等,226
2023/3/8,2,19,32,东南风,2,中等,134
2023/3/9,6,19,52,东北风,1,弱,76
2023/3/10,8,27,18,北风,3,强,212
2023/3/11,1,14,21,北风,4,最弱,142
2023/3/12,-1,11,21,东南风,2,强,53
2023/3/13,3,15,45,东北风,1,最弱,77
2023/3/14,1,21,9,北风,3,弱,122
2023/3/15,-1,11,18,东北风,1,强,100
2023/3/16,1,11,28,北风,1,弱,49
2023/3/17,1,10,62,北风,1,最弱,82
2023/3/18,1,17,20,西南风,2,强,44
2023/3/19,5,14,64,北风,1,中等,85
2023/3/20,7,16,71,东北风,1,中等,149
